,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,156139000.0,161523000.0,166907000.0,172291000.0
Capital Surplus,4508807000.0,4477378000.0,4420902000.0,4352864000.0
Total Liab,1050174000.0,968762000.0,933592000.0,949650000.0
Total Stockholder Equity,3148657000.0,2935861000.0,2727844000.0,2611268000.0
Other Current Liab,136764000.0,129745000.0,137850000.0,109018000.0
Total Assets,4198831000.0,3904623000.0,3661436000.0,3560918000.0
Common Stock,221000.0,220000.0,220000.0,219000.0
Retained Earnings,-1341725000.0,-1523464000.0,-1672920000.0,-1726455000.0
Other Liab,261135000.0,261099000.0,264364000.0,271694000.0
Good Will,155593000.0,155593000.0,155593000.0,155593000.0
Treasury Stock,-18646000.0,-18273000.0,-20358000.0,-15360000.0
Other Assets,57355000.0,57713000.0,64136000.0,62763000.0
Cash,1999021000.0,1797582000.0,1669968000.0,1513008000.0
Total Current Liabilities,742712000.0,660324000.0,623881000.0,631195000.0
Other Stockholder Equity,-18646000.0,-18273000.0,-20358000.0,-15360000.0
Property Plant Equipment,713851000.0,689043000.0,622657000.0,588076000.0
Total Current Assets,2923797000.0,2620060000.0,2449969000.0,2359894000.0
Long Term Investments,192096000.0,220691000.0,202174000.0,222301000.0
Net Tangible Assets,2836925000.0,2618745000.0,2405344000.0,2283384000.0
Short Term Investments,285054000.0,283385000.0,292425000.0,288369000.0
Net Receivables,516689000.0,438170000.0,397357000.0,481994000.0
Inventory,21303000.0,16675000.0,16700000.0,16425000.0
Accounts Payable,114509000.0,122100000.0,85058000.0,98767000.0
Deferred Long Term Asset Charges,,,,2054000.0
