,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,503161000.0,290390000.0,267910000.0,35550000.0
Minority Interest,75002000.0,67962000.0,67909000.0,68016000.0
Net Income,433921000.0,249751000.0,228025000.0,28478000.0
Selling General Administrative,68197000.0,73071000.0,57351000.0,63746000.0
Gross Profit,565101000.0,588241000.0,654260000.0,538377000.0
Ebit,496904000.0,515170000.0,596909000.0,474631000.0
Operating Income,496904000.0,515170000.0,596909000.0,474631000.0
Other Operating Expenses,,,,
Interest Expense,-287213000.0,-292887000.0,-280817000.0,-310534000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,62132000.0,40531000.0,39864000.0,7080000.0
Total Revenue,1011986000.0,1039413000.0,1095350000.0,1031617000.0
Total Operating Expenses,515082000.0,524243000.0,498441000.0,556986000.0
Cost Of Revenue,446885000.0,451172000.0,441090000.0,493240000.0
Total Other Income Expense Net,6257000.0,-224780000.0,-328999000.0,-439081000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,441029000.0,249859000.0,228046000.0,28470000.0
Net Income Applicable To Common Shares,433921000.0,249751000.0,228025000.0,28478000.0
