,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,83000000.0,83000000.0,83000000.0,83000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,662000000.0,662000000.0,680000000.0,680000000.0
Minority Interest,99000000.0,99000000.0,93000000.0,93000000.0
Net Income,534000000.0,534000000.0,470500000.0,470500000.0
Selling General Administrative,1951500000.0,1951500000.0,1835000000.0,1835000000.0
Gross Profit,2822500000.0,2822500000.0,2732500000.0,2732500000.0
Ebit,775500000.0,775500000.0,813000000.0,813000000.0
Operating Income,775500000.0,775500000.0,813000000.0,813000000.0
Other Operating Expenses,12500000.0,12500000.0,1500000.0,1500000.0
Interest Expense,-81500000.0,-81500000.0,-87000000.0,-87000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,109000000.0,109000000.0,192000000.0,192000000.0
Total Revenue,5917500000.0,5917500000.0,5715500000.0,5715500000.0
Total Operating Expenses,5142000000.0,5142000000.0,4902500000.0,4902500000.0
Cost Of Revenue,3095000000.0,3095000000.0,2983000000.0,2983000000.0
Total Other Income Expense Net,-113500000.0,-113500000.0,-133000000.0,-133000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,553000000.0,553000000.0,488000000.0,488000000.0
Net Income Applicable To Common Shares,530000000.0,530000000.0,466500000.0,466500000.0
