,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,83216000.0,41304000.0,163015000.0,151853000.0
Minority Interest,,,,
Net Income,62714000.0,30464000.0,126354000.0,131206000.0
Selling General Administrative,24998000.0,16837000.0,26755000.0,24534000.0
Gross Profit,471530000.0,262146000.0,319340000.0,249079000.0
Ebit,135756000.0,60088000.0,177767000.0,163244000.0
Operating Income,135756000.0,60088000.0,177767000.0,163244000.0
Other Operating Expenses,209489000.0,91304000.0,18043000.0,-39946000.0
Interest Expense,-12577000.0,-12558000.0,-12377000.0,-10981000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,20502000.0,10840000.0,36661000.0,20647000.0
Total Revenue,641678000.0,411788000.0,472918000.0,413157000.0
Total Operating Expenses,505922000.0,351700000.0,295151000.0,249913000.0
Cost Of Revenue,170148000.0,149642000.0,153578000.0,164078000.0
Total Other Income Expense Net,-52540000.0,-18784000.0,-14752000.0,-11391000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,62714000.0,30464000.0,126354000.0,131206000.0
Net Income Applicable To Common Shares,62714000.0,30464000.0,126354000.0,131206000.0
