,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,283826000.0,331882000.0,304966000.0,223809000.0
Minority Interest,,,,
Net Income,215289000.0,250893000.0,230289000.0,171494000.0
Selling General Administrative,504037000.0,465347000.0,446214000.0,847035000.0
Gross Profit,789474000.0,797963000.0,753788000.0,1156328000.0
Ebit,283605000.0,331259000.0,302985000.0,307075000.0
Operating Income,283605000.0,331259000.0,302985000.0,307075000.0
Other Operating Expenses,,,,
Interest Expense,-413000.0,-425000.0,-358000.0,-463000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,68537000.0,80989000.0,74677000.0,52315000.0
Total Revenue,1995775000.0,1967207000.0,1938519000.0,2198701000.0
Total Operating Expenses,1712170000.0,1635948000.0,1635534000.0,1891626000.0
Cost Of Revenue,1206301000.0,1169244000.0,1184731000.0,1042373000.0
Total Other Income Expense Net,221000.0,623000.0,1981000.0,-83266000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,215289000.0,250893000.0,230289000.0,171494000.0
Net Income Applicable To Common Shares,215289000.0,250893000.0,230289000.0,171494000.0
