,2021-10-30,2021-07-31,2021-05-01,2021-01-30
Intangible Assets,1770000.0,2001000.0,2233000.0,2465000.0
Capital Surplus,915814000.0,889206000.0,861312000.0,847303000.0
Total Liab,3300967000.0,3074772000.0,3242827000.0,3090420000.0
Total Stockholder Equity,1986800000.0,1879813000.0,1844717000.0,1999549000.0
Other Current Liab,272628000.0,309307000.0,427895000.0,316912000.0
Total Assets,5287767000.0,4954585000.0,5087544000.0,5089969000.0
Common Stock,549000.0,551000.0,558000.0,569000.0
Other Current Assets,37501000.0,18544000.0,,
Retained Earnings,1123749000.0,1034831000.0,1027414000.0,1189422000.0
Other Liab,110930000.0,107700000.0,106755000.0,103321000.0
Good Will,10870000.0,10870000.0,10870000.0,10870000.0
Treasury Stock,-53312000.0,-44775000.0,-44567000.0,-37745000.0
Other Assets,65421000.0,63961000.0,59382000.0,58274000.0
Cash,605053000.0,770144000.0,947456000.0,1046051000.0
Total Current Liabilities,1624116000.0,1381533000.0,1522763000.0,1343713000.0
Property Plant Equipment,2373198000.0,2379673000.0,2448056000.0,2500409000.0
Total Current Assets,2833693000.0,2494934000.0,2563756000.0,2514777000.0
Long Term Investments,2815000.0,3146000.0,3247000.0,3174000.0
Net Tangible Assets,1974160000.0,1866942000.0,1831614000.0,1986214000.0
Net Receivables,169212000.0,154416000.0,154342000.0,193109000.0
Inventory,1916343000.0,1443685000.0,1353565000.0,1168215000.0
Accounts Payable,747451000.0,535257000.0,552837000.0,477052000.0
Other Stockholder Equity,,,,56000.0
