,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,598000000.0,974000000.0,1137000000.0,884000000.0
Minority Interest,613000000.0,748000000.0,861000000.0,882000000.0
Net Income,538000000.0,1036000000.0,911000000.0,810000000.0
Selling General Administrative,1546000000.0,1469000000.0,1434000000.0,1399000000.0
Gross Profit,2546000000.0,2699000000.0,3049000000.0,2417000000.0
Ebit,905000000.0,1135000000.0,1516000000.0,918000000.0
Operating Income,905000000.0,1135000000.0,1516000000.0,918000000.0
Other Operating Expenses,,,,5000000.0
Interest Expense,-243000000.0,-243000000.0,-259000000.0,-268000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,120000000.0,-34000000.0,226000000.0,158000000.0
Total Revenue,6610000000.0,6564000000.0,7412000000.0,6225000000.0
Total Operating Expenses,5705000000.0,5429000000.0,5896000000.0,5307000000.0
Cost Of Revenue,4064000000.0,3865000000.0,4363000000.0,3808000000.0
Total Other Income Expense Net,-307000000.0,-161000000.0,-379000000.0,-34000000.0
Discontinued Operations,73000000.0,41000000.0,12000000.0,103000000.0
Net Income From Continuing Ops,478000000.0,1008000000.0,911000000.0,726000000.0
Net Income Applicable To Common Shares,524000000.0,1020000000.0,911000000.0,810000000.0
