,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,134000000.0,135000000.0,128000000.0,137000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,542000000.0,386000000.0,471000000.0,-54000000.0
Minority Interest,297000000.0,429000000.0,418000000.0,428000000.0
Net Income,431000000.0,299000000.0,374000000.0,-82000000.0
Selling General Administrative,70000000.0,81000000.0,72000000.0,85000000.0
Gross Profit,866000000.0,719000000.0,704000000.0,634000000.0
Ebit,662000000.0,503000000.0,504000000.0,412000000.0
Operating Income,662000000.0,503000000.0,504000000.0,412000000.0
Other Operating Expenses,,,,
Interest Expense,-136000000.0,-136000000.0,-144000000.0,-138000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,99000000.0,74000000.0,89000000.0,19000000.0
Total Revenue,5634000000.0,5223000000.0,5532000000.0,5258000000.0
Total Operating Expenses,4972000000.0,4720000000.0,5028000000.0,4846000000.0
Cost Of Revenue,4768000000.0,4504000000.0,4828000000.0,4624000000.0
Total Other Income Expense Net,-120000000.0,-117000000.0,-33000000.0,-466000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,443000000.0,312000000.0,382000000.0,-73000000.0
Net Income Applicable To Common Shares,431000000.0,299000000.0,374000000.0,-82000000.0
