,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,156000000.0,164000000.0,143000000.0,100038000.0
Effect Of Accounting Charges,,,,
Income Before Tax,250000000.0,44000000.0,-54000000.0,79298000.0
Minority Interest,152000000.0,139000000.0,141000000.0,109434000.0
Net Income,194000000.0,28000000.0,-42000000.0,67589000.0
Selling General Administrative,377000000.0,385000000.0,309000000.0,211333000.0
Gross Profit,1080000000.0,1105000000.0,936000000.0,513819000.0
Ebit,352000000.0,356000000.0,332000000.0,149063000.0
Operating Income,352000000.0,356000000.0,332000000.0,149063000.0
Other Operating Expenses,,,,5700000.0
Interest Expense,-74000000.0,-77000000.0,-65000000.0,-32756000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,53000000.0,14000000.0,-14000000.0,12734000.0
Total Revenue,3071000000.0,3089000000.0,2465000000.0,1270073000.0
Total Operating Expenses,2719000000.0,2733000000.0,2133000000.0,1121010000.0
Cost Of Revenue,1991000000.0,1984000000.0,1529000000.0,756254000.0
Total Other Income Expense Net,-102000000.0,-312000000.0,-386000000.0,-69765000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,197000000.0,30000000.0,-40000000.0,66564000.0
Net Income Applicable To Common Shares,193000000.0,29000000.0,-43000000.0,63928000.0
