,2021-08-31,2021-05-31,2021-02-28,2020-11-30
Research Development,,,,68600000.0
Effect Of Accounting Charges,,,,
Income Before Tax,243900000.0,229100000.0,220400000.0,258200000.0
Minority Interest,16600000.0,15500000.0,15200000.0,13900000.0
Net Income,212400000.0,183700000.0,161800000.0,200700000.0
Selling General Administrative,325800000.0,355200000.0,319500000.0,299000000.0
Gross Profit,599600000.0,614600000.0,583800000.0,660700000.0
Ebit,273800000.0,259400000.0,264300000.0,293100000.0
Operating Income,273800000.0,259400000.0,264300000.0,293100000.0
Other Operating Expenses,,,,
Interest Expense,-33900000.0,-35600000.0,-33800000.0,-32400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,31500000.0,45400000.0,58600000.0,57500000.0
Total Revenue,1549400000.0,1556700000.0,1481500000.0,1557900000.0
Total Operating Expenses,1275600000.0,1297300000.0,1217200000.0,1264800000.0
Cost Of Revenue,949800000.0,942100000.0,897700000.0,897200000.0
Total Other Income Expense Net,-29900000.0,-30300000.0,-43900000.0,-34900000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,212400000.0,183700000.0,161800000.0,200700000.0
Net Income Applicable To Common Shares,212400000.0,183700000.0,161800000.0,200700000.0
