,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,224600000.0,-324500000.0,-313900000.0,-362500000.0
Minority Interest,,,,
Net Income,225000000.0,-272600000.0,-283800000.0,-320800000.0
Selling General Administrative,96400000.0,71900000.0,44100000.0,51000000.0
Gross Profit,552300000.0,-98300000.0,-154600000.0,-138500000.0
Ebit,254000000.0,-304500000.0,-330300000.0,-332400000.0
Operating Income,254000000.0,-304500000.0,-330300000.0,-332400000.0
Other Operating Expenses,,,,
Interest Expense,-23300000.0,-21400000.0,-42000000.0,-12400000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-400000.0,-51900000.0,-30100000.0,-41700000.0
Total Revenue,1784400000.0,370500000.0,118400000.0,341200000.0
Total Operating Expenses,1530400000.0,675000000.0,448700000.0,673600000.0
Cost Of Revenue,1232100000.0,468800000.0,273000000.0,479700000.0
Total Other Income Expense Net,-29400000.0,-20000000.0,16400000.0,-30100000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,225000000.0,-272600000.0,-283800000.0,-320800000.0
Net Income Applicable To Common Shares,225000000.0,-272600000.0,-283800000.0,-320800000.0
