,2021-08-28,2021-05-28,2021-02-27,2020-11-27
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,571500000.0,571500000.0,137000000.0,137000000.0
Minority Interest,-18000000.0,-18000000.0,-18000000.0,-18000000.0
Net Income,390500000.0,390500000.0,2841500000.0,2841500000.0
Selling General Administrative,360000000.0,360000000.0,310000000.0,310000000.0
Gross Profit,1085500000.0,1085500000.0,746500000.0,746500000.0
Ebit,715500000.0,715500000.0,436500000.0,436500000.0
Operating Income,715500000.0,715500000.0,436500000.0,436500000.0
Other Operating Expenses,10000000.0,10000000.0,10000000.0,10000000.0
Interest Expense,-166000000.0,-166000000.0,-177500000.0,-177500000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,156500000.0,156500000.0,-25000000.0,-25000000.0
Total Revenue,15208000000.0,15208000000.0,14584500000.0,14584500000.0
Total Operating Expenses,14492500000.0,14492500000.0,14148000000.0,14148000000.0
Cost Of Revenue,14122500000.0,14122500000.0,13838000000.0,13838000000.0
Total Other Income Expense Net,-144000000.0,-144000000.0,-299500000.0,-299500000.0
Discontinued Operations,-24500000.0,-24500000.0,2679000000.0,2679000000.0
Net Income From Continuing Ops,415000000.0,415000000.0,162000000.0,162000000.0
Net Income Applicable To Common Shares,390500000.0,390500000.0,2841500000.0,2841500000.0
