,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,260000000.0,-191000000.0,262000000.0,369000000.0
Minority Interest,,,,
Net Income,207000000.0,19000000.0,-1840000000.0,290000000.0
Selling General Administrative,-6000000.0,-8000000.0,-4000000.0,-60000000.0
Gross Profit,757000000.0,625000000.0,734000000.0,1115000000.0
Ebit,437000000.0,315000000.0,419000000.0,766000000.0
Operating Income,437000000.0,315000000.0,419000000.0,766000000.0
Other Operating Expenses,52000000.0,49000000.0,52000000.0,81000000.0
Interest Expense,-183000000.0,-474000000.0,-153000000.0,-251000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,51000000.0,345000000.0,59000000.0,79000000.0
Total Revenue,1512000000.0,1288000000.0,1498000000.0,1929000000.0
Total Operating Expenses,1075000000.0,973000000.0,1079000000.0,1163000000.0
Cost Of Revenue,755000000.0,663000000.0,764000000.0,814000000.0
Total Other Income Expense Net,-177000000.0,-506000000.0,-157000000.0,-397000000.0
Discontinued Operations,-2000000.0,555000000.0,-2043000000.0,-2043000000.0
Net Income From Continuing Ops,209000000.0,-536000000.0,203000000.0,290000000.0
Net Income Applicable To Common Shares,207000000.0,19000000.0,-1840000000.0,290000000.0
