,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1129000000.0,1115000000.0,831000000.0,750000000.0
Minority Interest,3315000000.0,3211000000.0,2980000000.0,2987000000.0
Net Income,905000000.0,817000000.0,740000000.0,945000000.0
Selling General Administrative,1557000000.0,1559000000.0,1533000000.0,1498000000.0
Gross Profit,3005000000.0,2979000000.0,2661000000.0,2722000000.0
Ebit,1244000000.0,1213000000.0,926000000.0,1037000000.0
Operating Income,1244000000.0,1213000000.0,926000000.0,1037000000.0
Other Operating Expenses,122000000.0,121000000.0,123000000.0,124000000.0
Interest Expense,-83000000.0,-77000000.0,-79000000.0,-62000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,111000000.0,106000000.0,57000000.0,-183000000.0
Total Revenue,17428000000.0,17981000000.0,10914000000.0,16940000000.0
Total Operating Expenses,16184000000.0,16768000000.0,9988000000.0,15903000000.0
Cost Of Revenue,14423000000.0,15002000000.0,8253000000.0,14218000000.0
Total Other Income Expense Net,-115000000.0,-98000000.0,-95000000.0,-287000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1018000000.0,1009000000.0,774000000.0,933000000.0
Net Income Applicable To Common Shares,872000000.0,784000000.0,707000000.0,912000000.0
