,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,12222000000.0,11234000000.0,11009000000.0,10027000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-2786000000.0,-4179000000.0,575000000.0,4190000000.0
Minority Interest,15911000000.0,21018000000.0,21863000000.0,23261000000.0
Net Income,-3385000000.0,-3879000000.0,-2977000000.0,813000000.0
Selling General Administrative,32961000000.0,27476000000.0,22732000000.0,20901000000.0
Gross Profit,45634000000.0,39628000000.0,39094000000.0,40153000000.0
Ebit,-5684000000.0,-4723000000.0,96000000.0,4380000000.0
Operating Income,-5684000000.0,-4723000000.0,96000000.0,4380000000.0
Other Operating Expenses,,,,
Interest Expense,-938000000.0,-861000000.0,-793000000.0,-747000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,1122000000.0,485000000.0,3795000000.0,3788000000.0
Total Revenue,91305000000.0,81402000000.0,73136000000.0,71599000000.0
Total Operating Expenses,96989000000.0,86125000000.0,73040000000.0,67219000000.0
Cost Of Revenue,45671000000.0,41774000000.0,34042000000.0,31446000000.0
Total Other Income Expense Net,2898000000.0,544000000.0,479000000.0,-190000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-3908000000.0,-4664000000.0,-3220000000.0,402000000.0
Net Income Applicable To Common Shares,-3385000000.0,-3879000000.0,-2977000000.0,813000000.0
