,2021-10-03,2021-07-04,2021-04-04,2021-01-03
Intangible Assets,4160736000.0,1561534000.0,1473256000.0,1365693000.0
Capital Surplus,2742750000.0,103394000.0,115690000.0,148101000.0
Total Liab,7941264000.0,4499654000.0,4760420000.0,4224823000.0
Total Stockholder Equity,6958585000.0,4239807000.0,4002305000.0,3735492000.0
Other Current Liab,16400000.0,15300000.0,26947000.0,497940000.0
Total Assets,14899849000.0,8739461000.0,8762725000.0,7960315000.0
Common Stock,126200000.0,112025000.0,112066000.0,112090000.0
Other Current Assets,170207000.0,181151000.0,177831000.0,167208000.0
Retained Earnings,4235831000.0,4116825000.0,3878721000.0,3507262000.0
Other Liab,1512153000.0,838974000.0,827636000.0,774531000.0
Good Will,7420271000.0,3844070000.0,3683790000.0,3447114000.0
Treasury Stock,-146196000.0,-92437000.0,-104172000.0,-31961000.0
Other Assets,321667000.0,486306000.0,346700000.0,333048000.0
Cash,487373000.0,572810000.0,988234000.0,402036000.0
Total Current Liabilities,1145029000.0,1122823000.0,1520510000.0,1652189000.0
Short Long Term Debt,4485000.0,4669000.0,358435000.0,380948000.0
Other Stockholder Equity,-146196000.0,-92437000.0,-104172000.0,-31961000.0
Property Plant Equipment,746371000.0,587559000.0,584408000.0,575540000.0
Total Current Assets,2250804000.0,2259992000.0,2674571000.0,2238920000.0
Net Tangible Assets,-4622422000.0,-1165797000.0,-1154741000.0,-1077315000.0
Net Receivables,947805000.0,992602000.0,978598000.0,1155109000.0
Long Term Debt,5099077000.0,2348523000.0,2219670000.0,1609701000.0
Inventory,645419000.0,513429000.0,529908000.0,514567000.0
Accounts Payable,320435000.0,324711000.0,339326000.0,327325000.0
Deferred Long Term Asset Charges,,,,65518000.0
