,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,93549000.0,139834000.0,57693000.0,70881000.0
Effect Of Accounting Charges,,,,
Income Before Tax,307241000.0,115633000.0,-171102000.0,229549000.0
Minority Interest,,,,
Net Income,326543000.0,158117000.0,-123351000.0,190557000.0
Selling General Administrative,360260000.0,355204000.0,303992000.0,276956000.0
Gross Profit,794264000.0,638644000.0,242949000.0,583025000.0
Ebit,340455000.0,143606000.0,-118736000.0,235188000.0
Operating Income,340455000.0,143606000.0,-118736000.0,235188000.0
Other Operating Expenses,,,,
Interest Expense,-22977000.0,-22581000.0,-13460000.0,-11516000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-19302000.0,-42484000.0,-47751000.0,38992000.0
Total Revenue,1036992000.0,832548000.0,342406000.0,745314000.0
Total Operating Expenses,696537000.0,688942000.0,461142000.0,510126000.0
Cost Of Revenue,242728000.0,193904000.0,99457000.0,162289000.0
Total Other Income Expense Net,-33214000.0,-27973000.0,-52366000.0,-5639000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,326543000.0,158117000.0,-123351000.0,190557000.0
Net Income Applicable To Common Shares,326543000.0,158117000.0,-123351000.0,190557000.0
