,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-61690107000000.0,-7827725000000.0,-51295342000000.0,-9345029000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-62533473000000.0,-9101316000000.0,-50970133000000.0,-11012289000000.0
Net Borrowings,-2145528000000.0,6145289000000.0,-1431029000000.0,-5276399000000.0
Total Cash From Financing Activities,42620140000000.0,-4462027000000.0,135196211000000.0,8036488000000.0
Change To Operating Activities,2725336000000.0,-8017772000000.0,-79086431000000.0,-6799186000000.0
Issuance Of Stock,13733000000.0,24856000000.0,219572000000.0,219572000000.0
Net Income,6727941000000.0,6582761000000.0,5918373000000.0,3091240000000.0
Change In Cash,-2240915000000.0,-16009986000000.0,7469913000000.0,-11520173000000.0
Effect Of Exchange Rate,-5479480000000.0,18460803000000.0,-16205371000000.0,-3401572000000.0
Total Cash From Operating Activities,23151898000000.0,-20907446000000.0,-60550794000000.0,-5142800000000.0
Depreciation,1009997000000.0,856950000000.0,890931000000.0,1533274000000.0
Other Cashflows From Investing Activities,-170798000000.0,-869892000000.0,500586000000.0,124182000000.0
Other Cashflows From Financing Activities,44751935000000.0,-10632172000000.0,146679220000000.0,13312887000000.0
Change To Netincome,9813734000000.0,-16139471000000.0,22324596000000.0,4177865000000.0
Capital Expenditures,-388255000000.0,-251685000000.0,-145772000000.0,-1191423000000.0
Dividends Paid,,,-10271552000000.0,-10271552000000.0
