,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,689285000.0,-24390000.0,400507000.0,99096000.0
Minority Interest,254410000.0,254410000.0,254410000.0,254410000.0
Net Income,531003000.0,-5974000.0,334565000.0,387968000.0
Selling General Administrative,11924000.0,145691000.0,31739000.0,-165327000.0
Gross Profit,1560511000.0,1118817000.0,1213412000.0,968432000.0
Ebit,815807000.0,364609000.0,479531000.0,398729000.0
Operating Income,815807000.0,364609000.0,479531000.0,398729000.0
Other Operating Expenses,311035000.0,186972000.0,287623000.0,327001000.0
Interest Expense,-221240000.0,-224968000.0,-210514000.0,-212411000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,158282000.0,-18416000.0,65942000.0,-288872000.0
Total Revenue,3353532000.0,2822070000.0,2844838000.0,2370102000.0
Total Operating Expenses,2537725000.0,2457461000.0,2365307000.0,1971373000.0
Cost Of Revenue,1793021000.0,1703253000.0,1631426000.0,1401670000.0
Total Other Income Expense Net,-126522000.0,-388999000.0,-79024000.0,-299633000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,531003000.0,-5974000.0,334565000.0,387968000.0
Net Income Applicable To Common Shares,531003000.0,-5974000.0,334565000.0,387968000.0
