,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-370000000.0,386000000.0,223000000.0,576000000.0
Minority Interest,1901000000.0,1901000000.0,1901000000.0,1901000000.0
Net Income,-341000000.0,318000000.0,259000000.0,526000000.0
Selling General Administrative,1008000000.0,-33000000.0,-33000000.0,366000000.0
Gross Profit,3030000000.0,1278000000.0,1103000000.0,1698000000.0
Ebit,1310000000.0,672000000.0,485000000.0,788000000.0
Operating Income,1310000000.0,672000000.0,485000000.0,788000000.0
Other Operating Expenses,113000000.0,106000000.0,126000000.0,40000000.0
Interest Expense,-289000000.0,-275000000.0,-248000000.0,-252000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-29000000.0,68000000.0,-36000000.0,50000000.0
Total Revenue,5299000000.0,3315000000.0,2960000000.0,3157000000.0
Total Operating Expenses,3989000000.0,2643000000.0,2475000000.0,2369000000.0
Cost Of Revenue,2269000000.0,2037000000.0,1857000000.0,1459000000.0
Total Other Income Expense Net,-1680000000.0,-286000000.0,-262000000.0,-212000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-341000000.0,318000000.0,259000000.0,526000000.0
Net Income Applicable To Common Shares,-341000000.0,318000000.0,259000000.0,526000000.0
