,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-144000000.0,-349000000.0,-114000000.0,-444000000.0
Minority Interest,3000000.0,4000000.0,5000000.0,8000000.0
Net Income,-108000000.0,-224000000.0,-79000000.0,-430000000.0
Selling General Administrative,98000000.0,127000000.0,69000000.0,66000000.0
Gross Profit,243000000.0,242000000.0,241000000.0,81000000.0
Ebit,20000000.0,102000000.0,17000000.0,-252000000.0
Operating Income,20000000.0,102000000.0,17000000.0,-252000000.0
Other Operating Expenses,74000000.0,-49000000.0,65000000.0,179000000.0
Interest Expense,-103000000.0,-113000000.0,-116000000.0,-106000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-35000000.0,-124000000.0,-33000000.0,-12000000.0
Total Revenue,353000000.0,384000000.0,385000000.0,176000000.0
Total Operating Expenses,333000000.0,282000000.0,368000000.0,428000000.0
Cost Of Revenue,110000000.0,142000000.0,144000000.0,95000000.0
Total Other Income Expense Net,-164000000.0,-451000000.0,-131000000.0,-192000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-109000000.0,-225000000.0,-81000000.0,-432000000.0
Net Income Applicable To Common Shares,-108000000.0,-224000000.0,-79000000.0,-430000000.0
