,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,3842513000.0,10498199000.0,5241541000.0,11056225000.0
Minority Interest,338120000.0,328271000.0,317415000.0,312885000.0
Net Income,3856959000.0,3999173000.0,4053516000.0,3709283000.0
Selling General Administrative,4756359000.0,4419484000.0,4723396000.0,4026552000.0
Gross Profit,9378195000.0,15289163000.0,10690529000.0,15817357000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,4554418000.0,10837610000.0,5959503000.0,12901332000.0
Other Operating Expenses,67418000.0,32069000.0,7630000.0,-1110527000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-16693000.0,6488752000.0,1178574000.0,7335362000.0
Total Revenue,9378195000.0,15289163000.0,10690529000.0,16560937000.0
Total Operating Expenses,4823777000.0,4451553000.0,4731026000.0,3659605000.0
Cost Of Revenue,0.0,0.0,0.0,743580000.0
Total Other Income Expense Net,-711905000.0,-339411000.0,-717962000.0,-1845107000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,3859206000.0,4009447000.0,4062967000.0,3720863000.0
Net Income Applicable To Common Shares,3856959000.0,3999173000.0,4053516000.0,3709283000.0
