,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1352000000.0,870000000.0,311000000.0,392000000.0
Minority Interest,,,,
Net Income,1028000000.0,681000000.0,292000000.0,283000000.0
Selling General Administrative,120000000.0,118000000.0,123000000.0,127000000.0
Gross Profit,1561000000.0,1076000000.0,671000000.0,720000000.0
Ebit,1432000000.0,953000000.0,529000000.0,586000000.0
Operating Income,1432000000.0,953000000.0,529000000.0,586000000.0
Other Operating Expenses,9000000.0,5000000.0,19000000.0,7000000.0
Interest Expense,-78000000.0,-79000000.0,-144000000.0,-111000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,324000000.0,189000000.0,19000000.0,109000000.0
Total Revenue,3144000000.0,2506000000.0,2063000000.0,2110000000.0
Total Operating Expenses,1712000000.0,1553000000.0,1534000000.0,1524000000.0
Cost Of Revenue,1583000000.0,1430000000.0,1392000000.0,1390000000.0
Total Other Income Expense Net,-80000000.0,-83000000.0,-218000000.0,-194000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1028000000.0,681000000.0,292000000.0,283000000.0
Net Income Applicable To Common Shares,1028000000.0,681000000.0,292000000.0,283000000.0
