,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,265400000.0,277100000.0,268500000.0,111600000.0
Minority Interest,15900000.0,38100000.0,39000000.0,41900000.0
Net Income,205400000.0,215100000.0,201600000.0,87400000.0
Selling General Administrative,344200000.0,328400000.0,308800000.0,344400000.0
Gross Profit,733900000.0,751800000.0,729700000.0,637500000.0
Ebit,273200000.0,306000000.0,306600000.0,191600000.0
Operating Income,273200000.0,306000000.0,306600000.0,191600000.0
Other Operating Expenses,,,,
Interest Expense,-35000000.0,-34900000.0,-37200000.0,-36900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,58800000.0,61200000.0,65600000.0,21000000.0
Total Revenue,1222900000.0,1234800000.0,1213000000.0,1118400000.0
Total Operating Expenses,949700000.0,928800000.0,906400000.0,926800000.0
Cost Of Revenue,489000000.0,483000000.0,483300000.0,480900000.0
Total Other Income Expense Net,-7800000.0,-28900000.0,-38100000.0,-80000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,206600000.0,215900000.0,202900000.0,90600000.0
Net Income Applicable To Common Shares,205400000.0,215100000.0,201600000.0,87400000.0
