,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,34400000.0,41200000.0,41200000.0,142101000.0
Effect Of Accounting Charges,,,,
Income Before Tax,327519000.0,323344000.0,289250000.0,220408000.0
Minority Interest,,,,
Net Income,263756000.0,264508000.0,232769000.0,182106000.0
Selling General Administrative,374239000.0,380932000.0,363954000.0,250888000.0
Gross Profit,756773000.0,777011000.0,725455000.0,658535000.0
Ebit,348134000.0,354879000.0,320301000.0,265546000.0
Operating Income,348134000.0,354879000.0,320301000.0,265546000.0
Other Operating Expenses,,,,
Interest Expense,-26433000.0,-26661000.0,-26823000.0,-28234000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,63763000.0,58836000.0,56481000.0,38302000.0
Total Revenue,2018269000.0,2031676000.0,1867901000.0,1780390000.0
Total Operating Expenses,1670135000.0,1676797000.0,1547600000.0,1514844000.0
Cost Of Revenue,1261496000.0,1254665000.0,1142446000.0,1121855000.0
Total Other Income Expense Net,-20615000.0,-31535000.0,-31051000.0,-45138000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,263756000.0,264508000.0,232769000.0,182106000.0
Net Income Applicable To Common Shares,263756000.0,264508000.0,232769000.0,182106000.0
