,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1544408000000.0,1729040000000.0,1645332000000.0,684804000000.0
Minority Interest,2249888000000.0,2241976000000.0,2234038000000.0,2287291000000.0
Net Income,1115665000000.0,1251841000000.0,1191938000000.0,464393000000.0
Selling General Administrative,1260574000000.0,1299585000000.0,1229339000000.0,1439336000000.0
Gross Profit,3199905000000.0,3459681000000.0,3330918000000.0,2904802000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,1603877000000.0,1693517000000.0,1682379000000.0,1024919000000.0
Other Operating Expenses,335454000000.0,466579000000.0,419200000000.0,440547000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,402601000000.0,451105000000.0,427391000000.0,195415000000.0
Total Revenue,3199905000000.0,3459681000000.0,3330918000000.0,2904802000000.0
Total Operating Expenses,1596028000000.0,1766164000000.0,1648539000000.0,1879883000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-59469000000.0,35523000000.0,-37047000000.0,-340115000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1141807000000.0,1277935000000.0,1217941000000.0,489389000000.0
Net Income Applicable To Common Shares,1078878000000.0,1232016000000.0,1160476000000.0,449131000000.0
