,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,571745000.0,657798000.0,597352000.0,576512000.0
Minority Interest,15064000.0,15363000.0,15727000.0,16322000.0
Net Income,451157000.0,505738000.0,471647000.0,447306000.0
Selling General Administrative,390633000.0,421864000.0,392824000.0,363184000.0
Gross Profit,1050912000.0,1131835000.0,1034609000.0,907360000.0
Ebit,660279000.0,709971000.0,641785000.0,544176000.0
Operating Income,660279000.0,709971000.0,641785000.0,544176000.0
Other Operating Expenses,,,,
Interest Expense,-59350000.0,-60258000.0,-60830000.0,-62990000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,120282000.0,151884000.0,125619000.0,129015000.0
Total Revenue,3762809000.0,3958869000.0,3746326000.0,3411905000.0
Total Operating Expenses,3102530000.0,3248898000.0,3104541000.0,2867729000.0
Cost Of Revenue,2711897000.0,2827034000.0,2711717000.0,2504545000.0
Total Other Income Expense Net,-88534000.0,-52173000.0,-44433000.0,32336000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,451463000.0,505914000.0,471733000.0,447497000.0
Net Income Applicable To Common Shares,451157000.0,505738000.0,471647000.0,447306000.0
