,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,486162000.0,384421000.0,340803000.0,-125903000.0
Minority Interest,372177000.0,369586000.0,373128000.0,366279000.0
Net Income,369328000.0,289325000.0,259642000.0,-92497000.0
Selling General Administrative,58421000.0,55553000.0,52848000.0,66859000.0
Gross Profit,1204049000.0,1048398000.0,1027535000.0,627355000.0
Ebit,542682000.0,444908000.0,405491000.0,-37360000.0
Operating Income,542682000.0,444908000.0,405491000.0,-37360000.0
Other Operating Expenses,127110000.0,62178000.0,43507000.0,-10977000.0
Interest Expense,-59894000.0,-60951000.0,-64951000.0,-65693000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,115641000.0,94947000.0,80528000.0,-30840000.0
Total Revenue,1366124000.0,1203010000.0,1175346000.0,766389000.0
Total Operating Expenses,823442000.0,758102000.0,769855000.0,803749000.0
Cost Of Revenue,162075000.0,154612000.0,147811000.0,139034000.0
Total Other Income Expense Net,-56520000.0,-60487000.0,-64688000.0,-88543000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,370521000.0,289474000.0,260275000.0,-95063000.0
Net Income Applicable To Common Shares,369328000.0,289325000.0,259642000.0,-92497000.0
