,2021-07-31,2021-04-30,2021-01-31,2020-10-31
Research Development,94899000.0,83226000.0,81938000.0,79992000.0
Effect Of Accounting Charges,,,,
Income Before Tax,126290000.0,133010000.0,105292000.0,104760000.0
Minority Interest,,,,
Net Income,108858000.0,115567000.0,102918000.0,96959000.0
Selling General Administrative,113974000.0,105765000.0,102133000.0,93225000.0
Gross Profit,333497000.0,317437000.0,282914000.0,274522000.0
Ebit,124624000.0,128446000.0,98843000.0,101305000.0
Operating Income,124624000.0,128446000.0,98843000.0,101305000.0
Other Operating Expenses,,,,
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,17432000.0,17443000.0,2374000.0,7801000.0
Total Revenue,455594000.0,433573000.0,396761000.0,377519000.0
Total Operating Expenses,330970000.0,305127000.0,297918000.0,276214000.0
Cost Of Revenue,122097000.0,116136000.0,113847000.0,102997000.0
Total Other Income Expense Net,1666000.0,4564000.0,6449000.0,3455000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,108858000.0,115567000.0,102918000.0,96959000.0
Net Income Applicable To Common Shares,108858000.0,115567000.0,102918000.0,96959000.0
