,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,492832000.0,415482000.0,390461000.0,283907000.0
Minority Interest,3234000.0,4197000.0,3856000.0,3590000.0
Net Income,359068000.0,316372000.0,287220000.0,198620000.0
Selling General Administrative,4237000.0,3172000.0,3070000.0,4135000.0
Gross Profit,567430000.0,483908000.0,454151000.0,357761000.0
Ebit,489637000.0,410645000.0,385515000.0,281811000.0
Operating Income,489637000.0,410645000.0,385515000.0,281811000.0
Other Operating Expenses,60803000.0,57416000.0,52579000.0,57476000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,132922000.0,98508000.0,102511000.0,84382000.0
Total Revenue,4319261000.0,3609093000.0,3198820000.0,3169188000.0
Total Operating Expenses,3829624000.0,3198448000.0,2813305000.0,2887377000.0
Cost Of Revenue,3751831000.0,3125185000.0,2744669000.0,2811427000.0
Total Other Income Expense Net,3195000.0,4837000.0,4946000.0,2096000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,359910000.0,316974000.0,287950000.0,199525000.0
Net Income Applicable To Common Shares,359068000.0,316372000.0,287220000.0,198620000.0
