,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,801486000.0,652443000.0,216112000.0,184992000.0
Minority Interest,,,,
Net Income,613145000.0,497235000.0,172580000.0,139914000.0
Selling General Administrative,868538300.0,902913000.0,803998000.0,455294000.0
Gross Profit,1712452000.0,1583151000.0,1069554000.0,669188000.0
Ebit,843913700.0,680238000.0,265556000.0,213894000.0
Operating Income,843913700.0,680238000.0,265556000.0,213894000.0
Other Operating Expenses,,,,
Interest Expense,-35954000.0,-27795000.0,-31844000.0,-27502000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,188341000.0,155208000.0,43532000.0,45078000.0
Total Revenue,5508590000.0,5576682000.0,4173775000.0,2530760000.0
Total Operating Expenses,4664676300.0,4896444000.0,3908219000.0,2316866000.0
Cost Of Revenue,3796138000.0,3993531000.0,3104221000.0,1861572000.0
Total Other Income Expense Net,-42427700.0,-27795000.0,-49444000.0,-28902000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,613145000.0,497235000.0,172580000.0,139914000.0
Net Income Applicable To Common Shares,613145000.0,497235000.0,172580000.0,139914000.0
