,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,218000000.0,218000000.0,190000000.0,215000000.0
Minority Interest,,,,
Net Income,185000000.0,183000000.0,171000000.0,236000000.0
Selling General Administrative,243000000.0,275000000.0,258000000.0,264000000.0
Gross Profit,499000000.0,527000000.0,474000000.0,538000000.0
Ebit,256000000.0,252000000.0,216000000.0,274000000.0
Operating Income,256000000.0,252000000.0,216000000.0,274000000.0
Other Operating Expenses,,,,
Interest Expense,-28000000.0,-32000000.0,-35000000.0,-36000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,33000000.0,34000000.0,19000000.0,-21000000.0
Total Revenue,2990000000.0,3191000000.0,2879000000.0,3667000000.0
Total Operating Expenses,2734000000.0,2939000000.0,2663000000.0,3393000000.0
Cost Of Revenue,2491000000.0,2664000000.0,2405000000.0,3129000000.0
Total Other Income Expense Net,-38000000.0,-34000000.0,-26000000.0,-59000000.0
Discontinued Operations,,-1000000.0,-1000000.0,-1000000.0
Net Income From Continuing Ops,185000000.0,184000000.0,171000000.0,236000000.0
Net Income Applicable To Common Shares,185000000.0,183000000.0,171000000.0,236000000.0
