,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,226000000.0,441000000.0,576000000.0,185000000.0
Minority Interest,2721000000.0,2753000000.0,2771000000.0,2814000000.0
Net Income,165000000.0,304000000.0,426000000.0,116000000.0
Selling General Administrative,148000000.0,113000000.0,123000000.0,112000000.0
Gross Profit,1386000000.0,1239000000.0,1299000000.0,1242000000.0
Ebit,359000000.0,601000000.0,739000000.0,700000000.0
Operating Income,359000000.0,601000000.0,739000000.0,700000000.0
Other Operating Expenses,392000000.0,62000000.0,-1000000.0,-6000000.0
Interest Expense,-292000000.0,-298000000.0,-294000000.0,-290000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,53000000.0,119000000.0,141000000.0,55000000.0
Total Revenue,2866000000.0,2333000000.0,2612000000.0,2092000000.0
Total Operating Expenses,2507000000.0,1732000000.0,1873000000.0,1392000000.0
Cost Of Revenue,1480000000.0,1094000000.0,1313000000.0,850000000.0
Total Other Income Expense Net,-133000000.0,-160000000.0,-163000000.0,-515000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,173000000.0,322000000.0,435000000.0,130000000.0
Net Income Applicable To Common Shares,164000000.0,304000000.0,425000000.0,115000000.0
