,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1279000000.0,1530000000.0,937000000.0,994000000.0
Minority Interest,9000000.0,8000000.0,9000000.0,9000000.0
Net Income,968000000.0,1173000000.0,706000000.0,760000000.0
Selling General Administrative,,,,
Gross Profit,1760000000.0,1689000000.0,1461000000.0,1583000000.0
Ebit,1393000000.0,1341000000.0,1116000000.0,1236000000.0
Operating Income,1393000000.0,1341000000.0,1116000000.0,1236000000.0
Other Operating Expenses,,,,
Interest Expense,-177000000.0,-181000000.0,-184000000.0,-189000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,311000000.0,357000000.0,231000000.0,234000000.0
Total Revenue,3292000000.0,2990000000.0,2813000000.0,2825000000.0
Total Operating Expenses,1899000000.0,1649000000.0,1697000000.0,1589000000.0
Cost Of Revenue,1532000000.0,1301000000.0,1352000000.0,1242000000.0
Total Other Income Expense Net,-114000000.0,189000000.0,-179000000.0,-242000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,968000000.0,1173000000.0,706000000.0,760000000.0
Net Income Applicable To Common Shares,968000000.0,1173000000.0,706000000.0,760000000.0
