,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,746778000.0,898989000.0,857412000.0,989709000.0
Minority Interest,383359000.0,372881000.0,362477000.0,351138000.0
Net Income,557042000.0,671047000.0,630224000.0,732632000.0
Selling General Administrative,606719000.0,507909000.0,481686000.0,429261000.0
Gross Profit,1501715000.0,1601037000.0,1536647000.0,1615425000.0
Ebit,717705000.0,906738000.0,864576000.0,989639000.0
Operating Income,717705000.0,906738000.0,864576000.0,989639000.0
Other Operating Expenses,,,,
Interest Expense,-4203000.0,-3825000.0,-3873000.0,-3873000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,179258000.0,217538000.0,215849000.0,228411000.0
Total Revenue,4449635000.0,4486960000.0,4497853000.0,4557365000.0
Total Operating Expenses,3731930000.0,3580222000.0,3633277000.0,3567726000.0
Cost Of Revenue,2947920000.0,2885923000.0,2961206000.0,2941940000.0
Total Other Income Expense Net,29073000.0,-7749000.0,-7164000.0,70000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,567520000.0,681451000.0,641563000.0,761298000.0
Net Income Applicable To Common Shares,557042000.0,671047000.0,630224000.0,732632000.0
