,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,78200000.0,336400000.0,216900000.0,69400000.0
Minority Interest,,,,
Net Income,67200000.0,260400000.0,165000000.0,56300000.0
Selling General Administrative,175500000.0,233500000.0,190000000.0,169000000.0
Gross Profit,278800000.0,514900000.0,429300000.0,248400000.0
Ebit,103300000.0,281400000.0,239300000.0,79400000.0
Operating Income,103300000.0,281400000.0,239300000.0,79400000.0
Other Operating Expenses,,,,
Interest Expense,-23000000.0,-18300000.0,-12000000.0,-12100000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,11000000.0,76000000.0,51900000.0,13100000.0
Total Revenue,1192900000.0,1531600000.0,1389800000.0,1054900000.0
Total Operating Expenses,1089600000.0,1250200000.0,1150500000.0,975500000.0
Cost Of Revenue,914100000.0,1016700000.0,960500000.0,806500000.0
Total Other Income Expense Net,-25100000.0,55000000.0,-22400000.0,-10000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,67200000.0,260400000.0,165000000.0,56300000.0
Net Income Applicable To Common Shares,67200000.0,260400000.0,165000000.0,56300000.0
