,2021-10-03,2021-07-04,2021-04-04,2020-12-31
Research Development,107220000.0,110021000.0,100402000.0,100794000.0
Effect Of Accounting Charges,,,,
Income Before Tax,297755000.0,384026000.0,223993000.0,222926000.0
Minority Interest,,,,
Net Income,256718000.0,328319000.0,205512000.0,196332000.0
Selling General Administrative,135101000.0,140187000.0,129797000.0,135525000.0
Gross Profit,571001000.0,646989000.0,461618000.0,449790000.0
Ebit,323028000.0,389272000.0,225473000.0,207212000.0
Operating Income,323028000.0,389272000.0,225473000.0,207212000.0
Other Operating Expenses,297000.0,2107000.0,410000.0,508000.0
Interest Expense,-3785000.0,-5566000.0,-6004000.0,-6351000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,41037000.0,55707000.0,18481000.0,26594000.0
Total Revenue,950501000.0,1085728000.0,781606000.0,758969000.0
Total Operating Expenses,627473000.0,696456000.0,556133000.0,551757000.0
Cost Of Revenue,379500000.0,438739000.0,319988000.0,309179000.0
Total Other Income Expense Net,-25273000.0,-5246000.0,-1480000.0,15714000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,256718000.0,328319000.0,205512000.0,196332000.0
Net Income Applicable To Common Shares,256718000.0,328319000.0,205512000.0,196332000.0
