,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,-433078000.0,-480571000.0,61865000.0,-481976000.0
Minority Interest,,,,
Net Income,-413855000.0,-480341000.0,66495000.0,-472745000.0
Selling General Administrative,269227000.0,232289000.0,182106000.0,208209000.0
Gross Profit,-192910000.0,-242362000.0,252461000.0,-276515000.0
Ebit,-462325000.0,-474838000.0,70167000.0,-484912000.0
Operating Income,-462325000.0,-474838000.0,70167000.0,-484912000.0
Other Operating Expenses,,,,
Interest Expense,-7334000.0,-7376000.0,-6950000.0,-5336000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-19223000.0,-230000.0,-4630000.0,-9327000.0
Total Revenue,206440000.0,149992000.0,605872000.0,100100000.0
Total Operating Expenses,668765000.0,624830000.0,535705000.0,585012000.0
Cost Of Revenue,399350000.0,392354000.0,353411000.0,376615000.0
Total Other Income Expense Net,29247000.0,-5733000.0,-8302000.0,2936000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-413855000.0,-480341000.0,66495000.0,-472649000.0
Net Income Applicable To Common Shares,-413855000.0,-480341000.0,66495000.0,-472745000.0
