,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,720000000.0,1990000000.0,139000000.0,1483000000.0
Minority Interest,1983000000.0,1665000000.0,1045000000.0,1483000000.0
Net Income,733000000.0,1417000000.0,614000000.0,1093000000.0
Selling General Administrative,,,,
Gross Profit,967000000.0,2232000000.0,422000000.0,1701000000.0
Ebit,762000000.0,2035000000.0,216000000.0,1511000000.0
Operating Income,762000000.0,2035000000.0,216000000.0,1511000000.0
Other Operating Expenses,204000000.0,196000000.0,206000000.0,190000000.0
Interest Expense,-34000000.0,-34000000.0,-32000000.0,-31000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-50000000.0,184000000.0,62000000.0,161000000.0
Total Revenue,8724000000.0,6423000000.0,4391000000.0,8640000000.0
Total Operating Expenses,7962000000.0,4388000000.0,4175000000.0,7129000000.0
Cost Of Revenue,7757000000.0,4191000000.0,3969000000.0,6939000000.0
Total Other Income Expense Net,-42000000.0,-45000000.0,-77000000.0,-28000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,770000000.0,1806000000.0,77000000.0,1322000000.0
Net Income Applicable To Common Shares,698000000.0,1382000000.0,578000000.0,1065000000.0
