,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,498000000.0,455000000.0,465000000.0,357000000.0
Minority Interest,924000000.0,894000000.0,906000000.0,528000000.0
Net Income,345000000.0,335000000.0,331000000.0,260000000.0
Selling General Administrative,,,,
Gross Profit,1547000000.0,1478000000.0,1490000000.0,1375000000.0
Ebit,746000000.0,688000000.0,714000000.0,592000000.0
Operating Income,746000000.0,688000000.0,714000000.0,592000000.0
Other Operating Expenses,-3000000.0,-3000000.0,-4000000.0,-5000000.0
Interest Expense,-194000000.0,-199000000.0,-196000000.0,-180000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,140000000.0,111000000.0,132000000.0,86000000.0
Total Revenue,4245000000.0,4107000000.0,4018000000.0,4032000000.0
Total Operating Expenses,3499000000.0,3419000000.0,3304000000.0,3440000000.0
Cost Of Revenue,2698000000.0,2629000000.0,2528000000.0,2657000000.0
Total Other Income Expense Net,-248000000.0,-233000000.0,-249000000.0,-235000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,358000000.0,344000000.0,333000000.0,271000000.0
Net Income Applicable To Common Shares,345000000.0,335000000.0,331000000.0,260000000.0
