,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,895000000.0,911000000.0,883000000.0,746000000.0
Minority Interest,,,,
Net Income,704000000.0,709000000.0,694000000.0,604000000.0
Selling General Administrative,866000000.0,861000000.0,935000000.0,926000000.0
Gross Profit,2070000000.0,2066000000.0,2125000000.0,1991000000.0
Ebit,0.0,0.0,0.0,0.0
Operating Income,899000000.0,915000000.0,910000000.0,757000000.0
Other Operating Expenses,305000000.0,290000000.0,280000000.0,308000000.0
Interest Expense,,,,
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,191000000.0,202000000.0,189000000.0,142000000.0
Total Revenue,2070000000.0,2066000000.0,2125000000.0,1991000000.0
Total Operating Expenses,1171000000.0,1151000000.0,1215000000.0,1234000000.0
Cost Of Revenue,0.0,0.0,0.0,0.0
Total Other Income Expense Net,-4000000.0,-4000000.0,-27000000.0,-11000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,704000000.0,709000000.0,694000000.0,604000000.0
Net Income Applicable To Common Shares,683000000.0,673000000.0,672000000.0,566000000.0
