,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,352789000.0,482003000.0,344368000.0,456382000.0
Minority Interest,155570000.0,155570000.0,155570000.0,155570000.0
Net Income,264520000.0,366143000.0,271923000.0,346260000.0
Selling General Administrative,-22100000.0,-20100000.0,-10100000.0,-11000000.0
Gross Profit,1061304000.0,1361807000.0,1087446000.0,1207257000.0
Ebit,473705000.0,605668000.0,467328000.0,574130000.0
Operating Income,473705000.0,605668000.0,467328000.0,574130000.0
Other Operating Expenses,329441000.0,397522000.0,323025000.0,342159000.0
Interest Expense,-145435000.0,-137766000.0,-135385000.0,-134066000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,86389000.0,113980000.0,70565000.0,108242000.0
Total Revenue,2122538000.0,2825840000.0,2233933000.0,2343642000.0
Total Operating Expenses,1648833000.0,2220172000.0,1766605000.0,1769512000.0
Cost Of Revenue,1061234000.0,1464033000.0,1146487000.0,1136385000.0
Total Other Income Expense Net,-120916000.0,-123665000.0,-122960000.0,-117748000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,266400000.0,368023000.0,273803000.0,348140000.0
Net Income Applicable To Common Shares,264520000.0,366143000.0,271923000.0,346260000.0
