,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,43146000.0,45409000.0,47917000.0,33608000.0
Capital Surplus,806294000.0,762611000.0,751688000.0,534744000.0
Total Liab,1582349000.0,1516257000.0,1461358000.0,716109000.0
Total Stockholder Equity,647815000.0,584399000.0,732841000.0,483993000.0
Other Current Liab,98853000.0,88107000.0,71924000.0,64425000.0
Total Assets,2230164000.0,2100656000.0,2194199000.0,1200102000.0
Common Stock,1000.0,1000.0,1000.0,1000.0
Retained Earnings,-158328000.0,-180137000.0,-19488000.0,-51186000.0
Other Liab,236158000.0,217734000.0,185113000.0,161959000.0
Good Will,61038000.0,61321000.0,61038000.0,24783000.0
Treasury Stock,-152000.0,1924000.0,640000.0,434000.0
Other Assets,208116000.0,201734000.0,197109000.0,147779000.0
Cash,885546000.0,1312261000.0,1489010000.0,679379000.0
Total Current Liabilities,393455000.0,356593000.0,344473000.0,534043000.0
Deferred Long Term Asset Charges,133158000.0,130571000.0,132231000.0,92904000.0
Short Long Term Debt,86039000.0,85125000.0,84356000.0,325967000.0
Other Stockholder Equity,-152000.0,1924000.0,640000.0,434000.0
Property Plant Equipment,88630000.0,78904000.0,70336000.0,55868000.0
Total Current Assets,1768081000.0,1665919000.0,1791362000.0,933064000.0
Long Term Investments,61153000.0,47369000.0,26437000.0,5000000.0
Net Tangible Assets,543631000.0,477669000.0,623886000.0,425602000.0
Short Term Investments,508577000.0,,,
Net Receivables,295473000.0,302289000.0,255428000.0,200044000.0
Long Term Debt,940244000.0,929015000.0,917873000.0,4898000.0
Inventory,65405000.0,37756000.0,34876000.0,41764000.0
Accounts Payable,92213000.0,82141000.0,81524000.0,72609000.0
