,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,2554741500.0,2554741500.0,2243182000.0,2243182000.0
Minority Interest,398717000.0,398717000.0,418847000.0,418847000.0
Net Income,1847849000.0,1847849000.0,1624050500.0,1624050500.0
Selling General Administrative,2283589000.0,2283589000.0,2443635500.0,2443635500.0
Gross Profit,4231437000.0,4231437000.0,4036032000.0,4036032000.0
Ebit,2803576000.0,2803576000.0,2530653500.0,2530653500.0
Operating Income,2803576000.0,2803576000.0,2530653500.0,2530653500.0
Other Operating Expenses,-855728000.0,-855728000.0,-938257000.0,-938257000.0
Interest Expense,-298168000.0,-298168000.0,-324805500.0,-324805500.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,688653500.0,688653500.0,607333500.0,607333500.0
Total Revenue,43680637500.0,43680637500.0,45072473000.0,45072473000.0
Total Operating Expenses,40877061500.0,40877061500.0,42541819500.0,42541819500.0
Cost Of Revenue,39449200500.0,39449200500.0,41036441000.0,41036441000.0
Total Other Income Expense Net,-248834500.0,-248834500.0,-287471500.0,-287471500.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1866088000.0,1866088000.0,1635848500.0,1635848500.0
Net Income Applicable To Common Shares,1847849000.0,1847849000.0,1624050500.0,1624050500.0
