,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,373346000.0,412727000.0,359301000.0,249899000.0
Minority Interest,40125000.0,40162000.0,40078000.0,39659000.0
Net Income,284055000.0,304624000.0,265913000.0,181012000.0
Selling General Administrative,898241000.0,907427000.0,857921000.0,815386000.0
Gross Profit,1343392000.0,1415490000.0,1293551000.0,1170496000.0
Ebit,381156000.0,443167000.0,369829000.0,282715000.0
Operating Income,381156000.0,443167000.0,369829000.0,282715000.0
Other Operating Expenses,,,,
Interest Expense,-15427000.0,-16172000.0,-24718000.0,-19012000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,89340000.0,107719000.0,92969000.0,68708000.0
Total Revenue,3296611000.0,3435114000.0,3170786000.0,2953888000.0
Total Operating Expenses,2915455000.0,2991947000.0,2800957000.0,2671173000.0
Cost Of Revenue,1953219000.0,2019624000.0,1877235000.0,1783392000.0
Total Other Income Expense Net,-7810000.0,-30440000.0,-10528000.0,-32816000.0
Discontinued Operations,,,,543000.0
Net Income From Continuing Ops,284006000.0,305008000.0,266332000.0,181191000.0
Net Income Applicable To Common Shares,284055000.0,304624000.0,265913000.0,181012000.0
