,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,355961000.0,367814000.0,567324000.0,262249000.0
Minority Interest,,,,
Net Income,269438000.0,285267000.0,436756000.0,209945000.0
Selling General Administrative,575930000.0,566286000.0,554069000.0,515828000.0
Gross Profit,1002528000.0,1015517000.0,1166240000.0,829589000.0
Ebit,372170000.0,396442000.0,562281000.0,313835000.0
Operating Income,372170000.0,396442000.0,562281000.0,313835000.0
Other Operating Expenses,,,,-74000.0
Interest Expense,-24303000.0,-22410000.0,-20534000.0,-20289000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,86523000.0,82547000.0,130568000.0,52304000.0
Total Revenue,8857759000.0,8312459000.0,8007899000.0,5455157000.0
Total Operating Expenses,8485589000.0,7916017000.0,7445618000.0,5141322000.0
Cost Of Revenue,7855231000.0,7296942000.0,6841659000.0,4625568000.0
Total Other Income Expense Net,-16209000.0,-28628000.0,5043000.0,-51586000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,269438000.0,285267000.0,436756000.0,209945000.0
Net Income Applicable To Common Shares,269438000.0,285267000.0,436756000.0,209945000.0
