,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,1835000000.0,966000000.0,624000000.0,616000000.0
Minority Interest,131000000.0,132000000.0,139000000.0,143000000.0
Net Income,1355000000.0,749000000.0,476000000.0,467000000.0
Selling General Administrative,480000000.0,562000000.0,534000000.0,475000000.0
Gross Profit,2541000000.0,1675000000.0,1348000000.0,1297000000.0
Ebit,2061000000.0,1113000000.0,814000000.0,822000000.0
Operating Income,2061000000.0,1113000000.0,814000000.0,822000000.0
Other Operating Expenses,,,,
Interest Expense,-103000000.0,-105000000.0,-110000000.0,-110000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,477000000.0,213000000.0,147000000.0,144000000.0
Total Revenue,12811000000.0,12478000000.0,11300000000.0,10460000000.0
Total Operating Expenses,10750000000.0,11365000000.0,10486000000.0,9638000000.0
Cost Of Revenue,10270000000.0,10803000000.0,9952000000.0,9163000000.0
Total Other Income Expense Net,-226000000.0,-147000000.0,-190000000.0,-206000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,1358000000.0,753000000.0,477000000.0,472000000.0
Net Income Applicable To Common Shares,1355000000.0,749000000.0,476000000.0,467000000.0
