,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,59950000.0,59875000.0,55941000.0,54935000.0
Effect Of Accounting Charges,,,,
Income Before Tax,258788000.0,239211000.0,218005000.0,210592000.0
Minority Interest,,,,
Net Income,203613000.0,195100000.0,-78481000.0,179514000.0
Selling General Administrative,176719000.0,181483000.0,160446000.0,169470000.0
Gross Profit,517348000.0,501758000.0,458182000.0,478879000.0
Ebit,261913000.0,241638000.0,223426000.0,235621000.0
Operating Income,261913000.0,241638000.0,223426000.0,235621000.0
Other Operating Expenses,,,,
Interest Expense,-5360000.0,-5345000.0,-5878000.0,-5924000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,55175000.0,44111000.0,296486000.0,31078000.0
Total Revenue,904015000.0,876103000.0,768767000.0,800011000.0
Total Operating Expenses,642102000.0,634465000.0,545341000.0,564390000.0
Cost Of Revenue,386667000.0,374345000.0,310585000.0,321132000.0
Total Other Income Expense Net,-3125000.0,-2427000.0,-5421000.0,-25029000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,203613000.0,195100000.0,-78481000.0,179514000.0
Net Income Applicable To Common Shares,203613000.0,195100000.0,-78481000.0,179514000.0
