,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,867000000.0,422000000.0,288000000.0,-958000000.0
Minority Interest,939000000.0,964000000.0,979000000.0,1010000000.0
Net Income,649000000.0,311000000.0,220000000.0,-739000000.0
Selling General Administrative,38000000.0,36000000.0,25000000.0,24000000.0
Gross Profit,1569000000.0,1356000000.0,962000000.0,577000000.0
Ebit,930000000.0,460000000.0,355000000.0,48000000.0
Operating Income,930000000.0,460000000.0,355000000.0,48000000.0
Other Operating Expenses,260000000.0,519000000.0,309000000.0,237000000.0
Interest Expense,-58000000.0,-57000000.0,72000000.0,72000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,193000000.0,94000000.0,65000000.0,-202000000.0
Total Revenue,1811000000.0,1592000000.0,1123000000.0,729000000.0
Total Operating Expenses,881000000.0,1132000000.0,768000000.0,681000000.0
Cost Of Revenue,242000000.0,236000000.0,161000000.0,152000000.0
Total Other Income Expense Net,-63000000.0,-38000000.0,-67000000.0,-1006000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,674000000.0,328000000.0,223000000.0,-756000000.0
Net Income Applicable To Common Shares,649000000.0,311000000.0,220000000.0,-739000000.0
