,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,738000000.0,555400000.0,613500000.0,537300000.0
Minority Interest,1520200000.0,1608300000.0,1933600000.0,1635300000.0
Net Income,665700000.0,438400000.0,381800000.0,345300000.0
Selling General Administrative,323000000.0,334400000.0,288200000.0,284900000.0
Gross Profit,952200000.0,913500000.0,859500000.0,830000000.0
Ebit,571300000.0,521100000.0,513400000.0,486900000.0
Operating Income,571300000.0,521100000.0,513400000.0,486900000.0
Other Operating Expenses,,,,
Interest Expense,-14100000.0,-25700000.0,-15900000.0,-29700000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-4800000.0,83800000.0,128100000.0,142500000.0
Total Revenue,2181000000.0,2172900000.0,2076500000.0,1995100000.0
Total Operating Expenses,1609700000.0,1651800000.0,1563100000.0,1508200000.0
Cost Of Revenue,1228800000.0,1259400000.0,1217000000.0,1165100000.0
Total Other Income Expense Net,166700000.0,34300000.0,100100000.0,50400000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,742800000.0,471600000.0,485400000.0,394800000.0
Net Income Applicable To Common Shares,638600000.0,419000000.0,364900000.0,330700000.0
