,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,600000000.0,502000000.0,146000000.0,-1331000000.0
Minority Interest,,,,
Net Income,446000000.0,348000000.0,116000000.0,-908000000.0
Selling General Administrative,,,,168000000.0
Gross Profit,872000000.0,688000000.0,-544000000.0,-601000000.0
Ebit,-59000000.0,-161000000.0,-1268000000.0,-1200000000.0
Operating Income,-59000000.0,-161000000.0,-1268000000.0,-1200000000.0
Other Operating Expenses,609000000.0,534000000.0,412000000.0,116000000.0
Interest Expense,-106000000.0,-108000000.0,-103000000.0,-102000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,154000000.0,154000000.0,30000000.0,-423000000.0
Total Revenue,4679000000.0,4008000000.0,2052000000.0,2013000000.0
Total Operating Expenses,4738000000.0,4169000000.0,3320000000.0,3213000000.0
Cost Of Revenue,3807000000.0,3320000000.0,2596000000.0,2614000000.0
Total Other Income Expense Net,659000000.0,663000000.0,1414000000.0,-131000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,446000000.0,348000000.0,116000000.0,-908000000.0
Net Income Applicable To Common Shares,446000000.0,348000000.0,116000000.0,-908000000.0
