,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Research Development,502000000.0,506000000.0,503000000.0,468000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,2688000000.0,406000000.0,288000000.0,205000000.0
Minority Interest,46000000.0,53000000.0,51000000.0,47000000.0
Net Income,2553000000.0,392000000.0,259000000.0,223000000.0
Selling General Administrative,1258000000.0,1271000000.0,1180000000.0,1142000000.0
Gross Profit,2419000000.0,2382000000.0,2287000000.0,2288000000.0
Ebit,596000000.0,599000000.0,513000000.0,552000000.0
Operating Income,596000000.0,599000000.0,513000000.0,552000000.0
Other Operating Expenses,-5000000.0,-76000000.0,7000000.0,16000000.0
Interest Expense,-348000000.0,-66000000.0,-101000000.0,-101000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,135000000.0,14000000.0,29000000.0,-18000000.0
Total Revenue,7354000000.0,6897000000.0,6700000000.0,6833000000.0
Total Operating Expenses,6758000000.0,6298000000.0,6187000000.0,6281000000.0
Cost Of Revenue,4935000000.0,4515000000.0,4413000000.0,4545000000.0
Total Other Income Expense Net,2092000000.0,-193000000.0,-225000000.0,-347000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,2553000000.0,392000000.0,259000000.0,223000000.0
Net Income Applicable To Common Shares,2553000000.0,392000000.0,259000000.0,223000000.0
