,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,27000000.0,540000000.0,805000000.0,973000000.0
Minority Interest,387000000.0,382000000.0,374000000.0,350000000.0
Net Income,11000000.0,424000000.0,615000000.0,738000000.0
Selling General Administrative,454000000.0,419000000.0,430000000.0,448000000.0
Gross Profit,1034000000.0,1306000000.0,1517000000.0,1815000000.0
Ebit,195000000.0,513000000.0,723000000.0,1005000000.0
Operating Income,195000000.0,513000000.0,723000000.0,1005000000.0
Other Operating Expenses,,,,
Interest Expense,-22000000.0,-11000000.0,-23000000.0,-41000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,10000000.0,104000000.0,183000000.0,223000000.0
Total Revenue,7919000000.0,9034000000.0,10179000000.0,10568000000.0
Total Operating Expenses,7724000000.0,8521000000.0,9456000000.0,9563000000.0
Cost Of Revenue,6885000000.0,7728000000.0,8662000000.0,8753000000.0
Total Other Income Expense Net,-168000000.0,27000000.0,82000000.0,-32000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,17000000.0,436000000.0,622000000.0,750000000.0
Net Income Applicable To Common Shares,11000000.0,424000000.0,615000000.0,738000000.0
