,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,31085000.0,31899000.0,32825000.0,30877000.0
Minority Interest,65137000.0,67967000.0,68099000.0,71682000.0
Net Income,29483000.0,30179000.0,31347000.0,29193000.0
Selling General Administrative,14960000.0,15246000.0,14222000.0,13274000.0
Gross Profit,182494000.0,170815000.0,163832000.0,160324000.0
Ebit,56072000.0,55983000.0,56469000.0,55125000.0
Operating Income,56072000.0,55983000.0,56469000.0,55125000.0
Other Operating Expenses,,,,
Interest Expense,-24987000.0,-24084000.0,-23644000.0,-24072000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,480000.0,460000.0,352000.0,496000.0
Total Revenue,300361000.0,281241000.0,272020000.0,267395000.0
Total Operating Expenses,244289000.0,225258000.0,215551000.0,212270000.0
Cost Of Revenue,117867000.0,110426000.0,108188000.0,107071000.0
Total Other Income Expense Net,-24987000.0,-24084000.0,-23644000.0,-24248000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,30605000.0,31439000.0,32473000.0,30381000.0
Net Income Applicable To Common Shares,29453000.0,30129000.0,31304000.0,29136000.0
