,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,506146000.0,181328000.0,85388000.0,166418000.0
Minority Interest,94084000.0,89063000.0,78182000.0,71476000.0
Net Income,494817000.0,175817000.0,79362000.0,168816000.0
Selling General Administrative,10652000.0,15879000.0,24217000.0,13196000.0
Gross Profit,204582000.0,200973000.0,193897000.0,194057000.0
Ebit,101273000.0,89000000.0,72004000.0,83053000.0
Operating Income,101273000.0,89000000.0,72004000.0,83053000.0
Other Operating Expenses,4624000.0,4365000.0,4103000.0,5454000.0
Interest Expense,-20003000.0,-21072000.0,-22507000.0,-24048000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,6381000.0,3672000.0,5184000.0,-3946000.0
Total Revenue,283360000.0,274922000.0,292660000.0,269241000.0
Total Operating Expenses,182087000.0,185922000.0,220656000.0,186188000.0
Cost Of Revenue,78778000.0,73949000.0,98763000.0,75184000.0
Total Other Income Expense Net,404873000.0,92328000.0,13384000.0,83365000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,499765000.0,177656000.0,80204000.0,170364000.0
Net Income Applicable To Common Shares,494519000.0,175452000.0,78991000.0,168433000.0
