,2021-10-31,2021-07-31,2021-04-30,2021-01-31
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,114256000.0,99283000.0,94971000.0,78548000.0
Minority Interest,286455000.0,257841000.0,255336000.0,253548000.0
Net Income,86062000.0,76889000.0,70673000.0,70596000.0
Selling General Administrative,89529000.0,83879000.0,83025000.0,77717000.0
Gross Profit,204499000.0,184717000.0,179773000.0,158434000.0
Ebit,114970000.0,100838000.0,96748000.0,80717000.0
Operating Income,114970000.0,100838000.0,96748000.0,80717000.0
Other Operating Expenses,,,,
Interest Expense,-1037000.0,-1717000.0,-2083000.0,-2448000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,20900000.0,15600000.0,18500000.0,2300000.0
Total Revenue,509422000.0,471707000.0,466651000.0,417902000.0
Total Operating Expenses,394452000.0,370869000.0,369903000.0,337185000.0
Cost Of Revenue,304923000.0,286990000.0,286878000.0,259468000.0
Total Other Income Expense Net,-714000.0,-1555000.0,-1777000.0,-2169000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,93356000.0,83683000.0,76471000.0,76248000.0
Net Income Applicable To Common Shares,86062000.0,76889000.0,70673000.0,70596000.0
