,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,607269400000.0,,-398055500000.0,
Total Liab,2676251800000.0,,2863055900000.0,
Total Stockholder Equity,446763600000.0,552467200000.0,552467200000.0,505752000000.0
Minority Interest,18331600000.0,,15734900000.0,
Other Current Liab,415387700000.0,,359011500000.0,
Total Assets,3141347000000.0,,3431258000000.0,
Common Stock,7658100000.0,,7657600000.0,
Other Current Assets,114081400000.0,,64432400000.0,
Other Liab,283513100000.0,,300315800000.0,
Good Will,8043200000.0,,8037200000.0,
Treasury Stock,439105500000.0,,117762500000.0,
Other Assets,138650700000.0,,1183162300000.0,
Cash,346035400000.0,,317000100000.0,
Total Current Liabilities,1311860000000.0,,1577491800000.0,
Deferred Long Term Asset Charges,46474700000.0,,45203500000.0,
Short Long Term Debt,399786400000.0,,211289500000.0,
Other Stockholder Equity,439105500000.0,,117762500000.0,
Property Plant Equipment,920902700000.0,,945078500000.0,
Total Current Assets,1266397000000.0,,1468876400000.0,
Long Term Investments,59823600000.0,,55690900000.0,
Net Tangible Assets,-168549000000.0,942485500000.0,942485500000.0,-191514100000.0
Short Term Investments,176947200000.0,,312504000000.0,
Net Receivables,121774400000.0,,193448300000.0,
Long Term Debt,1017992100000.0,,931127700000.0,
Inventory,321429100000.0,,360885900000.0,
Accounts Payable,488628100000.0,,681798400000.0,
Capital Surplus,,,252966300000.0,
Deferred Long Term Liab,,,1041655200000.0,
Retained Earnings,,,174080800000.0,
