,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,21208300000.0,20436000000.0,18722100000.0,12483200000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-34104800000.0,-27081600000.0,-77177600000.0,38866600000.0
Minority Interest,18331600000.0,18331600000.0,15734900000.0,15734900000.0
Net Income,-44415700000.0,-44509200000.0,-76054000000.0,29064500000.0
Selling General Administrative,71333600000.0,79947000000.0,123676200000.0,75622400000.0
Gross Profit,241411700000.0,276077900000.0,357486200000.0,310227300000.0
Ebit,-12065600000.0,-3629700000.0,64940700000.0,60928600000.0
Operating Income,-12065600000.0,-3629700000.0,64940700000.0,60928600000.0
Other Operating Expenses,99702200000.0,117303300000.0,87976000000.0,99905600000.0
Interest Expense,-23273000000.0,-22033000000.0,-13165900000.0,-21259300000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,10050600000.0,17419600000.0,-1324200000.0,9451800000.0
Total Revenue,613788200000.0,664064500000.0,891756900000.0,756537900000.0
Total Operating Expenses,625853800000.0,667694200000.0,826816200000.0,695609300000.0
Cost Of Revenue,372376500000.0,387986600000.0,534270700000.0,446310600000.0
Total Other Income Expense Net,-22039200000.0,-23451900000.0,-142118300000.0,-22062000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-44155400000.0,-44501200000.0,-75853400000.0,29414800000.0
Net Income Applicable To Common Shares,-44415700000.0,-44509200000.0,-76054000000.0,29064500000.0
