,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,437000000.0,470000000.0,424000000.0,361000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,350000000.0,75000000.0,-49000000.0,774000000.0
Minority Interest,,34000000.0,34000000.0,31000000.0
Net Income,2973000000.0,150000000.0,39000000.0,603000000.0
Selling General Administrative,1205000000.0,1194000000.0,1159000000.0,1275000000.0
Gross Profit,1974000000.0,1789000000.0,1487000000.0,2867000000.0
Ebit,359000000.0,85000000.0,-52000000.0,1135000000.0
Operating Income,359000000.0,85000000.0,-52000000.0,1135000000.0
Other Operating Expenses,-27000000.0,40000000.0,-44000000.0,96000000.0
Interest Expense,-43000000.0,-46000000.0,-42000000.0,-120000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-92000000.0,11000000.0,-16000000.0,166000000.0
Total Revenue,4156000000.0,4230000000.0,3827000000.0,6001000000.0
Total Operating Expenses,3797000000.0,4145000000.0,3879000000.0,4866000000.0
Cost Of Revenue,2182000000.0,2441000000.0,2340000000.0,3134000000.0
Total Other Income Expense Net,-9000000.0,-10000000.0,3000000.0,-361000000.0
Discontinued Operations,2538000000.0,88000000.0,73000000.0,-1000000.0
Net Income From Continuing Ops,442000000.0,64000000.0,-33000000.0,608000000.0
Net Income Applicable To Common Shares,2973000000.0,150000000.0,39000000.0,603000000.0
