,2021-10-01,2021-07-02,2021-04-02,2021-01-01
Research Development,132500000.0,138300000.0,129400000.0,125800000.0
Effect Of Accounting Charges,,,,
Income Before Tax,156700000.0,162400000.0,137400000.0,128300000.0
Minority Interest,,,,1700000.0
Net Income,124000000.0,138900000.0,114500000.0,180300000.0
Selling General Administrative,210700000.0,224800000.0,207800000.0,180100000.0
Gross Profit,526500000.0,547600000.0,515400000.0,491000000.0
Ebit,149000000.0,149500000.0,142400000.0,147500000.0
Operating Income,149000000.0,149500000.0,142400000.0,147500000.0
Other Operating Expenses,,,,
Interest Expense,-15900000.0,-16600000.0,-16900000.0,-17900000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,32700000.0,23500000.0,22800000.0,-52400000.0
Total Revenue,901400000.0,945200000.0,886500000.0,829700000.0
Total Operating Expenses,752400000.0,795700000.0,744100000.0,682200000.0
Cost Of Revenue,374900000.0,397600000.0,371100000.0,338700000.0
Total Other Income Expense Net,7700000.0,12900000.0,-5000000.0,-19200000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,124000000.0,138900000.0,114600000.0,180700000.0
Net Income Applicable To Common Shares,124000000.0,138900000.0,114500000.0,180300000.0
