,2021-10-02,2021-07-03,2021-04-03,2021-01-02
Research Development,,,,112800000.0
Effect Of Accounting Charges,,,,
Income Before Tax,223300000.0,254200000.0,267600000.0,254400000.0
Minority Interest,,,,
Net Income,164100000.0,183800000.0,209500000.0,191500000.0
Selling General Administrative,296900000.0,307000000.0,312300000.0,178200000.0
Gross Profit,554400000.0,576300000.0,597000000.0,571100000.0
Ebit,257500000.0,269300000.0,284700000.0,280100000.0
Operating Income,257500000.0,269300000.0,284700000.0,280100000.0
Other Operating Expenses,,,,
Interest Expense,-18000000.0,-16000000.0,-16200000.0,-15600000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,59200000.0,70400000.0,58100000.0,62900000.0
Total Revenue,2071800000.0,2102000000.0,2051300000.0,1990900000.0
Total Operating Expenses,1814300000.0,1832700000.0,1766600000.0,1710800000.0
Cost Of Revenue,1517400000.0,1525700000.0,1454300000.0,1419800000.0
Total Other Income Expense Net,-34200000.0,-15100000.0,-17100000.0,-25700000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,164100000.0,183800000.0,209500000.0,191500000.0
Net Income Applicable To Common Shares,164100000.0,183800000.0,209500000.0,191500000.0
