,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Research Development,,,,
Effect Of Accounting Charges,,,,
Income Before Tax,825000000.0,824000000.0,756000000.0,200000000.0
Minority Interest,92000000.0,102000000.0,96000000.0,104000000.0
Net Income,712000000.0,689000000.0,687000000.0,225000000.0
Selling General Administrative,651000000.0,697000000.0,720000000.0,620000000.0
Gross Profit,1463000000.0,1548000000.0,1352000000.0,1042000000.0
Ebit,806000000.0,843000000.0,615000000.0,413000000.0
Operating Income,806000000.0,843000000.0,615000000.0,413000000.0
Other Operating Expenses,2000000.0,4000000.0,2000000.0,2000000.0
Interest Expense,-40000000.0,-87000000.0,-69000000.0,-100000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,113000000.0,131000000.0,63000000.0,-26000000.0
Total Revenue,22926000000.0,18893000000.0,17978000000.0,15126000000.0
Total Operating Expenses,22120000000.0,18050000000.0,17363000000.0,14713000000.0
Cost Of Revenue,21463000000.0,17345000000.0,16626000000.0,14084000000.0
Total Other Income Expense Net,19000000.0,-19000000.0,141000000.0,-213000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,712000000.0,693000000.0,693000000.0,226000000.0
Net Income Applicable To Common Shares,712000000.0,689000000.0,687000000.0,225000000.0
