,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,107000000.0,106000000.0,85000000.0,94000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,-1530000000.0,208000000.0,-5305000000.0,-4447000000.0
Minority Interest,17263000000.0,16971000000.0,16147000000.0,15517000000.0
Net Income,-1431000000.0,-682000000.0,-4006000000.0,-3379000000.0
Selling General Administrative,2186000000.0,2291000000.0,1897000000.0,2684000000.0
Gross Profit,1037000000.0,1918000000.0,-2208000000.0,-176000000.0
Ebit,-48000000.0,141000000.0,-3627000000.0,-1952000000.0
Operating Income,-48000000.0,141000000.0,-3627000000.0,-1952000000.0
Other Operating Expenses,-1208000000.0,-620000000.0,-562000000.0,-999000000.0
Interest Expense,-1689000000.0,-1591000000.0,-1600000000.0,-1638000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,-394000000.0,58000000.0,-1191000000.0,-1173000000.0
Total Revenue,26919000000.0,30323000000.0,21253000000.0,27211000000.0
Total Operating Expenses,26967000000.0,30182000000.0,24880000000.0,29163000000.0
Cost Of Revenue,25882000000.0,28405000000.0,23461000000.0,27387000000.0
Total Other Income Expense Net,-1482000000.0,67000000.0,-1678000000.0,-2495000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,-1136000000.0,150000000.0,-4114000000.0,-3274000000.0
Net Income Applicable To Common Shares,-1431000000.0,-682000000.0,-4006000000.0,-3379000000.0
