,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,72700000000.0,70950000000.0,67360000000.0,72576000000.0
Effect Of Accounting Charges,,,,
Income Before Tax,79326000000.0,85773000000.0,66048000000.0,80184000000.0
Minority Interest,219081000000.0,215922000000.0,212588000000.0,209010000000.0
Net Income,49317000000.0,61149000000.0,44454000000.0,53589000000.0
Selling General Administrative,251776000000.0,264814000000.0,242373000000.0,262157000000.0
Gross Profit,387959000000.0,417623000000.0,384359000000.0,414314000000.0
Ebit,63483000000.0,81859000000.0,74626000000.0,79581000000.0
Operating Income,63483000000.0,81859000000.0,74626000000.0,79581000000.0
Other Operating Expenses,,,,
Interest Expense,-94000000.0,-180000000.0,-168000000.0,-260000000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,25001000000.0,21251000000.0,17482000000.0,22385000000.0
Total Revenue,833324000000.0,881933000000.0,842651000000.0,945735000000.0
Total Operating Expenses,769841000000.0,800074000000.0,768025000000.0,866154000000.0
Cost Of Revenue,445365000000.0,464310000000.0,458292000000.0,531421000000.0
Total Other Income Expense Net,15843000000.0,3914000000.0,-8578000000.0,603000000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,54325000000.0,64522000000.0,48566000000.0,57799000000.0
Net Income Applicable To Common Shares,49317000000.0,61149000000.0,44454000000.0,53589000000.0
